0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,True
10,True
11,True
12,True
13,True
14,True
15,True
16,False
17,False
18,True
19,False
20,False
21,True
22,False
23,True
24,True
25,False
26,False
27,False
28,False
29,True
30,False
31,True
32,False
33,True
34,False
35,False
36,True
37,False
38,False
39,False
40,False
41,False
42,False
43,True
44,False
45,False
46,False
47,False
48,False
49,True
50,True
51,True
52,True
53,True
54,False
55,False
56,True
57,False
58,False
59,False
60,False
61,False
62,False
63,False
64,True
65,True
66,True
67,False
68,True
69,False
70,True
71,False
72,False
73,False
74,False
75,True
76,True
77,True
78,False
79,True
80,False
81,False
82,True
83,True
84,False
85,True
86,False
87,False
88,False
89,False
90,False
91,False
92,True
93,True
94,True
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,True
114,False
115,False
116,False
117,True
118,True
119,False
120,True
121,True
122,True
123,True
124,True
125,False
126,False
127,False
128,False
129,True
130,False
131,False
132,True
133,False
134,True
135,True
136,True
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,True
145,True
146,True
147,False
148,True
149,False
150,False
151,True
152,False
153,False
154,False
155,False
156,False
157,True
158,True
159,False
160,False
161,False
162,False
163,False
164,False
165,False
166,True
167,True
168,False
169,True
170,True
171,True
172,False
173,False
174,False
175,False
176,False
177,False
178,False
179,False
180,True
181,False
182,False
183,False
184,False
185,False
186,False
187,False
188,False
189,False
190,True
191,False
192,True
193,False
194,True
195,False
196,True
197,True
198,False
199,True
200,False
201,True
202,False
203,False
204,True
205,True
206,False
207,False
208,False
209,False
210,False
211,False
212,False
213,True
214,False
215,False
216,False
217,False
218,False
219,False
220,True
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,True
229,True
230,False
231,True
232,False
233,False
234,False
235,False
236,False
237,False
238,True
239,False
240,True
241,False
242,True
243,False
244,False
245,False
246,True
247,True
248,True
249,False
250,True
251,True
252,False
253,True
254,True
255,False
256,True
257,False
258,False
259,False
260,False
261,False
262,False
263,False
264,True
265,False
266,False
267,False
268,True
269,False
270,True
271,False
272,False
273,False
274,False
275,False
276,True
277,False
278,False
279,False
280,False
281,True
282,False
283,False
284,False
285,False
286,False
287,False
288,True
289,False
290,True
291,False
292,True
293,False
294,True
295,False
296,True
297,True
298,False
299,True
300,False
301,True
302,True
303,False
304,False
305,False
306,True
307,False
308,False
309,False
310,True
311,True
312,False
313,False
314,False
315,False
316,False
317,False
318,True
319,True
320,False
321,False
322,False
323,False
324,True
325,False
326,True
327,False
328,False
329,False
330,True
331,False
332,False
333,False
334,True
335,True
336,False
337,True
338,True
339,False
340,False
341,False
342,True
343,False
344,False
345,False
346,False
347,False
348,False
349,False
350,False
351,False
352,False
353,True
354,False
355,False
356,False
357,False
358,True
359,False
360,True
361,False
362,False
363,False
364,True
365,False
366,False
367,False
368,True
369,False
370,False
371,False
372,False
373,True
374,False
375,False
376,False
377,True
378,True
379,False
380,False
381,False
382,False
383,False
384,False
385,False
386,False
387,True
388,False
389,False
390,False
391,True
392,True
393,True
394,False
395,False
396,False
397,True
398,False
399,False
400,True
401,False
402,False
403,False
404,False
405,True
406,False
407,True
408,False
409,False
410,False
411,False
412,False
413,False
414,True
415,False
416,False
417,False
418,True
419,False
420,True
421,False
422,False
423,False
424,False
425,False
426,False
427,False
428,False
429,True
430,False
431,False
432,False
433,False
434,False
435,True
436,False
437,True
438,False
439,True
440,False
441,False
442,False
443,False
444,False
445,False
446,False
447,True
448,False
449,False
450,False
451,True
452,False
453,False
454,True
455,True
456,True
457,False
458,False
459,True
460,False
461,False
462,False
463,False
464,True
465,False
466,True
467,True
468,True
469,False
470,True
471,True
472,False
473,False
474,False
475,True
476,True
477,False
478,True
479,False
480,False
481,False
482,True
483,False
484,False
485,True
486,False
487,False
488,True
489,False
490,True
491,False
492,True
493,False
494,False
495,True
496,False
497,False
498,False
499,True
500,True
501,False
502,False
503,False
504,False
505,False
506,True
507,True
508,False
509,False
510,False
511,False
512,False
513,False
514,False
515,False
516,True
517,False
518,False
519,False
520,False
521,False
522,False
523,False
524,False
525,True
526,False
527,False
528,False
529,False
530,True
531,False
532,False
533,False
534,False
535,False
536,False
537,False
538,True
539,False
540,False
541,False
542,True
543,False
544,False
545,False
546,True
547,False
548,True
549,False
550,False
551,False
552,True
553,False
554,False
555,False
556,True
557,True
558,False
559,False
560,False
561,False
562,False
563,True
564,False
565,True
566,False
567,False
568,True
569,False
570,True
571,False
572,False
573,True
574,False
575,True
576,True
577,True
578,False
579,True
580,True
581,False
582,False
583,False
584,False
585,True
586,True
587,False
588,True
589,False
590,True
591,True
592,True
593,False
594,False
595,True
596,False
597,False
598,True
